Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0.001973045,0.003946129,0.005919252,0.007892414,0.009865615,0.011838855,0.013812133,0.015785451,0.017758808,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.019732203,0.031333008,0.042935158,0.054538654,0.066143496,0.077749684,0.089357218,0.100966098,0.112576325,0.124187898,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.135800818,0.235554321,0.334050724,0.713722087,0.525795873,0.860705601,0.994080202,0.720574281,0.846970635,0.91323479,1.212527947,1.268413307,1.301202537,1.076605425,1.367758584,1.415302626,1.528794336,2.202809427,2.349651963,2.389026028,1.667839411,1.669097511,1.664381021,1.432577237,1.068183658,-0.015785289,-0.448072739,-1.017972623,-2.02247726,-1.302632125,-0.880395571,-1.034303088,-1.355700319,-0.858232739,-1.166292223,-2.003008341,-1.235783494,-0.095332438,0.37746919,-0.842742112,-0.94779573,-2.03397029,-3.079888469,-2.651215492,-2.132630502,-0.349959372,-0.092768007,-1.053053055,-1.422947334,-0.838301551,-0.461552634,1.141247433,2.281045194,0.867634031,1.895339045,2.475419791,2.364633439,3.188326892,4.639911625,5.018200084,5.667913235,5.984190083
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0,0,0,0,0,0,0,0,0,0,0,0.032427065,0.064864644,0.097312742,0.129771363,0.162240508,0.194720182,0.227210389,0.259711131,0.292222412,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.540103344,0.755924746,0.972209434,1.188958404,1.406172651,1.623853175,1.842000976,2.060617057,2.279702424,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.499258085,2.251816389,2.009188739,2.041026327,1.949637261,1.124758112,0.61044293,1.38559973,1.683750105,1.477361187,2.229943425,2.692538319,3.212177198,3.849581624,3.745206579,4.185992211,4.548671071,3.903541602,3.347650501,4.297381849,2.885973491,2.799596988,1.381664763,-0.176410023,0.360626168,-0.126686151,0.444603991,-0.672679581,-0.592784004,-0.849289005,-0.281937973,-0.460093769,0.609415209,1.393588131,1.16075209,1.927745166,1.632756353,2.048566139,2.009534298,2.077170682,1.629962596,1.562901659,1.619148982,1.532995514,1.625428702,1.503768481,1.230692686,1.376130763,1.350481839,0.365999992,0.552169419,0.559667319
Finland,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.169337315,0.203776325,0.238227176,0.272689871,0.307164415,0.341650812,0.376149065,0.410659179,0.445181158,0.479715005,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514260726,0.514543663,0.514826601,0.51510954,0.515392479,0.51567542,0.515958361,0.516241303,0.516524246,0.516807189,0.517090134,0.451240294,-0.264976511,0.345851992,0.407934349,0.177403879,0.196102704,-0.638156601,0.555509904,1.445744891,1.739532512,1.638495891,2.479601519,2.225310109,2.200803651,2.443083206,2.770269781,3.177582196,1.572158554,0.582794305,0.132107385,-0.149931983,0.49412452,0.3009867,0.125704928,0.164270105,0.128373624,0.51889892,1.053074197,1.286478873,1.804963995,1.97914397,0.622396571,0.868593454,1.387010624,1.942327065,2.098704115,2.44587731,2.507128425,1.936026742,1.908750784,1.938240153,2.201717189,2.315316424,2.149087178,1.557500307,1.344888847,1.224974546,0.924159167,1.60469569,1.342213382,1.713288315,2.426291203,2.273169683,1.458169154,0.775300579,0.536953974,-1.476767227,-2.849313525,-1.269944307,-0.324227006,-0.285625085,0.17470963,0.354960679,1.064337656,2.15212666,2.366236592,4.926439016,7.050039809,5.061014452,3.745183103,3.193774805,2.165708894,2.136725561,2.998088756,2.880084183,3.204474102,3.013860623,2.86085122,2.29161994,1.908671518,2.558272735,2.696951362,3.185554524,2.11635405,1.098001683,1.169335944,0.773585824,0.980154674,1.973678719,2.820869987,3.242915422,3.458428375,2.324324892,3.103090823,4.183255924,3.697718782,3.977705141,3.298587013,3.337792165,3.891220146,3.831915335,3.848071555,4.16262554,3.863235029,3.968919594,3.981570525,3.767285396,3.986703705,4.432593757,4.39292011,3.903945136,4.358912743,4.713204879,4.513034977,4.08071692,3.797306163,3.633170084,3.62885882,3.340919209,3.062607906,3.008723557,2.584772037,2.190269795,2.187978155,2.413045925,2.695521433,3.082519225,3.361384099,3.229583548,2.678303333,1.80242764,1.086020756,0.703444377,0.804554407,0.816730529,0.956843782,1.159371548,1.237379945,1.073892198,1.601307582,2.573618772,3.168219905,3.508021803,3.507337303,3.476025298,3.527240202,3.425996252,2.863924577,1.537987878,1.344178159,1.332060906
France,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,0.414859384,1.000815336,0.202858563,0.131461688,-0.139786921,-0.108895424,0.15956846,0.187878898,-0.486411172,0.022419079,-0.200464675,-0.888010051,0.568697151,0.595106267,0.708503944,1.154402634,1.035967674,1.091890434,1.955446298,1.239452234,2.176190264,1.957446776,1.045061487,1.426868611,1.848446523,1.688915549,2.120727838,2.881764081,0.149437137,0.284653031,0.040412974,0.156146258,1.60104644,2.306774569,3.186598833,3.37109973,3.127056357,1.88550701,3.727398914,3.775032841,3.920808563,4.320143098,3.406204541,2.601584181,1.608497739,0.898798058,0.938756772,1.143665119,2.530106834,1.8669437,0.881676653,1.139144262,1.316950312,0.909843569,1.15931368,1.137332247,0.607683821,0.726900482,-0.510071654,0.026838594,0.971670096,1.14292209,0.958346622,0.64905149,-0.298936198,-0.391136014,-0.395052891,-0.271079467,0.538071509,0.672898032,0.449056285,-0.064174522,-0.188330086,-0.127980122,1.348144824,1.442376815,1.889979811,1.506966948,1.855755349,2.177501925,1.937255585,1.309890035,0.970973521,1.688739987,0.942087187,1.400404446,0.939843457,2.021913179,1.398557241,1.361560932,0.731417466,2.193569487,3.102471134,2.642934945,0.621051271,-0.932867112,0.535744536,-0.367040643,-1.891086429,-1.269238851,-0.154533523,-1.622719386,-0.619289879,-0.07922491,2.756303218,4.139392291,3.071092644,2.949935438,5.149525452,4.974522234,3.912029997,3.970218953,1.167733764,0.99875581,-0.399596726,-0.712825733,-0.904311949,-0.467674343,-1.283999677,-1.684357526,-3.642455453,-3.522139639,-2.563136383,-2.86824235,-5.088257404,-2.857423399,-0.146635878,0.14679059,1.559718552,1.679958515,4.860927684,5.70856531,5.816127312,6.056949556,9.397620877,7.669893269,5.089896127,5.091076256,4.123957883,3.798319088,3.728572334,3.692809322,4.013109029,4.174580148,4.283648789,4.180037323,4.143968828,4.002098014,4.133324177,4.54312772,4.364187276,4.302281852,4.171193059,4.273960793,3.970315666,3.501936172,3.448663517,3.335039779,3.274704532,2.970586478,2.617881976,2.323024262,2.199461465,1.911412733,1.784770679,2.022971043,1.843179303,1.755911349,1.880820846,1.866788258,1.954285329,1.947746886,1.848319433,1.521420397,1.57277938,1.599882842,1.473062265,1.473737459,1.372094037,1.361926777,1.499219375,1.551512058,1.453389505,1.622149277,1.623141449,1.49460272,1.60622282,1.593333824,1.22876925,0.582480501,0.362475858,0.358289185
French Guiana,0,0,0,0,0,0,0,0,0,0,0,0.065882592,0.131808589,0.19777802,0.263790914,0.329847298,0.395947202,0.462090655,0.528277684,0.594508319,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.660782589,0.743328052,0.825941206,0.908622106,0.991370807,1.074187365,1.157071835,1.240024274,1.323044737,1.406133279,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.787887605,2.087363774,2.38772105,2.688962025,2.991089298,3.294105479,3.598013181,3.902815028,4.20851365,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.515111687,4.054394338,3.595707896,3.139043408,2.684391962,2.231744683,1.781092738,1.33242733,0.885739702,0.441021136,-0.001737047,-0.001737047,-0.001737047,-0.001737047,-0.001737047,-0.001737047,-0.001737047,-0.001737047,0.147631815,0.297223791,0.447039215,0.59707842,0.747341741,0.897829513,1.048542071,1.19947975,1.350642886,1.502031818,1.502031818,1.788644909,1.018617833,0.330819236,0.545161489,,,,,,
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0.032427065,0.064864644,0.097312742,0.129771363,0.162240508,0.194720182,0.227210389,0.259711131,0.292222412,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.793891949,1.265233532,1.738779247,2.214539399,2.692524343,3.172744485,3.655210276,4.139932217,4.626920859,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.116186802,5.184001669,3.77881917,4.330622936,3.16164839,2.461382605,2.774225914,1.449085755,1.388417721,2.250992629,0.920427894,0.838109598,1.59254119,1.196131439,1.918399466,1.848854142,1.560115528,3.050631547,2.847114341,1.727667079,2.825776042,2.90089301,3.46592813,2.814775158,2.804806599,3.064853072,2.806545144,2.016715702,1.579502986,1.209238746,0.801934328,0.086874601,-0.355392454,0.058186755,0.199969519,0.418837074,0.114945142,0.489917578,0.838859765,0.963281251,1.247444494,1.394172785,1.477413273,1.105493676,0.926866807,0.747042652,0.833900631
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039698065,0.07941189,0.11914148,0.158886843,0.198647983,0.238424908,0.278217623,0.318026135,0.357850451,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,0.397690576,1.055894503,1.718413594,2.385276137,3.05651061,3.732145673,4.412210177,5.096733162,5.785743857,6.479271682,7.177346254,7.796411709,8.41905294,9.045290599,9.67514546,10.30863842,8.951982516,10.12240719,9.951541081,10.36102143,11.65857881,12.60333924,11.82298979,13.70194786,21.33732764,19.6442234,22.40778668,19.57864584,19.92862685,19.51227444,18.68925906,16.0856672,14.10311133,11.56518309,2.751317866,1.748079254,-2.44281062,-2.970296797,-4.631156787,-2.724707165,-4.169537212,-3.657739022,-3.311726198,-4.339051703,-3.477674109,-2.409447571,0.83011337,-0.091317595,-0.867309762,-2.728311264,-0.531584137,-1.733072611,-1.280198727,-0.193531299,0.468305748,3.470366754,2.566332963,4.643234646,8.179527791,6.221602063,6.375086443,6.20005029
Gambia,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.045995688,0.058305674,0.070617174,0.082930189,0.095244719,0.107560764,0.119878325,0.132197401,0.144517994,0.156840102,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.169163726,0.47763228,0.532196306,0.651477188,0.937679959,0.97807907,1.07319653,1.162833682,1.143023174,1.406726762,1.739083293,2.654500831,2.139794659,1.748018028,1.77918486,2.452440131,3.590110834,3.499497705,3.31127022,3.747909013,1.990778232,1.525842489,2.34517287,2.728136689,3.92001866,2.182209503,1.730723453,1.874715767,1.195589573,1.685830755,1.685464998,0.501503112,1.007487487,-0.73225938,-2.794734951,-3.045085668,-3.63084436,-3.624063251,-2.177325603,-3.035282941,-1.67280433,-1.435960188,-2.251030389,-0.458424904,0.144765474,0.648888916,0.713267742,0.66741709,0.027386502,0.010406155,0.195220188,0.605973387,-0.075959661,0.061095661,0.465497127,1.409883168,1.00058027,0.954801589,1.239595053,1.305976075,1.450927453,0.488643425
Georgia,0,0,0,0,0,0,0,0,0,0,-1.4E-14,0.045966749,0.091954627,0.137963645,0.183993811,0.230045136,0.276117629,0.3222113,0.368326159,0.414462216,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.46061948,0.004162568,1.51805978,1.062934102,0.268795445,0.165798004,-0.770522124,0.070121713,1.267347199,2.512558027,1.657987501,3.049490147,1.27922291,1.939960514,3.295304162,3.113717865,4.279326075,4.202135041,2.173788262,1.89081944,1.43864953,0.01017178,-0.219600546,0.399285426,0.180440346,1.05188244,0.008368284,-0.048842829,1.165775785,-0.308121939,1.206640972,1.65584091,-0.409884207,-3.674145793,-6.359170675,-7.359381815,-7.019113978,-6.665760659,-6.047521911,-4.518374864,-3.6883887,-2.561864869,1.014838632,4.722833725,7.446369304,8.381428584,8.941177234,7.524769746,6.685107053,6.391945218,6.590790909,6.06432836,5.687268643,4.446054385,4.740365835,3.836278835,3.546333723,3.511199577,2.934542332,1.841610439,0.295949775,-0.550453665,-0.295141758,0.957500284,1.448331242,2.698022786,2.763100997,3.428102364,3.889146606,4.404934164,5.278901725,6.259216255,5.17358534,4.468534456,3.251132519,3.175748277,3.714606434,3.365560908,2.725273859,3.537917973,3.331895963,3.215937329,3.722819762,3.52299785,4.229932346,4.582517634,4.348236641,4.441294171,5.41154681,5.080587546,5.299316768,5.208662025,5.31657175,5.649041408,5.935821058,5.226516368,5.524580511,5.449167319,5.235130727,4.896698303,4.638033694,3.103461491,2.506234158,2.299413471,0.839750132,-1.117193158,-3.770893332,-9.31190454,-12.53183906,-13.6948681,-13.65112448,-11.75365039,-10.7649262,-10.78931279,-9.724065261,-8.010839776,-5.334893743,0.977692412,5.554273591,7.22391425,7.839480214,7.295527125,7.340433377,7.16058432,6.319237922,6.526155724,6.562575208
